vehiculo_marca,vehiculo_modelo,vehiculo_tipo,vehiculo_traccion,vehiculo_id_motor,vehiculo_cilindrada,vehiculo_potencia,vehiculo_tipo_transmision,vehiculo_tipo_combustible,vehiculo_standard_emision,lca_numero,fecha_firma,ensayo_gei_numero,ensayo_gei_laboratorio,emision_CO2,consumo_urbano,consumo_extraurbano,consumo_mixto,id_etiqueta
CHANGAN,MD201 o MD201-X,PICK UP,4x2,CHANGAN JL473Q,1243,68,MANUAL,NAFTA,EURO V,335,06/05/2019,CN18120786,IDIADA,190,9.2,6.5,7.5,000308B
CHANGAN,CS55,RURAL,4x2,CHANGAN JL476ZQCD,1499,105,AUTOMÁTICA,NAFTA,EURO V,336,08/05/2019,CN18120249,IDIADA,172,92,6,7.2,000309B
ZOTYE,Z100,SEDÁN 4 PUERTAS Y PORTÓN TRASERO,4x2,UIZHAN TNN3G10K,997,50,MANUAL,NAFTA,EURO V,340,08/05/2019,13-00447-CP-SHA-00,TÜV SÜD Auto Service,128,6.5,4.7,5.3,000311B
VOLKSWAGEN,VOYAGE,SEDÁN 4 PUERTAS,4x2,VOLKSWAGEN CWSA,1598,81,AUTOMÁTICA,NAFTA,EURO V,341,09/08/2019,BR19020011,IDIADA,163,9.7,5.5,7,000312B
ZOTYE,T600C,SEDÁN 4 PUERTAS Y PORTÓN TRASERO,4x2,RUIZHAN TNN4G15TA,1502,105,MANUAL,NAFTA,EURO V,342,08/05/2019,CN17100422,IDIADA,186,9.9,6.6,7.8,000313B
ZOTYE,Z360,SEDÁN 4 PUERTAS Y PORTÓN TRASERO,4x2,RUIZHAN TNN4G15A,1499,77,MANUAL,NAFTA,EURO V,343,09/05/2019,88-R101-240/13,TÜV Rheinland,172,9.2,6,7.2,000314B
ZOTYE,T600C,SEDÁN 4 PUERTAS Y PORTÓN TRASERO,4x2,RUIZHAN TNN4G15TA,1502,105,AUTOMÁTICA,NAFTA,EURO V,345,09/05/2019,CN17100423,IDIADA,202,11.5,6.4,8.3,000315B
VOLKSWAGEN,GOL,HATCHBACK 4 PUERTAS CON PORTÓN TRASERO,4x2,VOLKSWAGEN CWSA,1598,81,AUTOMÁTICA,NAFTA,EURO V,347,10/05/2019,BR19020007,IDIADA,163,9.7,5.5,7,000316B
MASERATI,LEVANTE TROFEO,SUV,4x4,MASERATI M161A (434 kW),3798,,AUTOMÁTICA,NAFTA,EURO VI b,350,14/05/2019,J0391/2.1/BO,CENTRO PROVA AUTOVEICOLI DI BOLOGNA,310.8,19.02,10.63,13.69,000318B
MASERATI,LEVANTE GTS,SUV,4x4,MASERATI M161A (404 kW),3798,,AUTOMÁTICA,NAFTA,EURO VI b,350,14/05/2019,J0391/2.1/BO,CENTRO PROVA AUTOVEICOLI DI BOLOGNA,310.8,19.02,10.63,13.69,000318B
JAC,S7,HATCHBACK,4x2,JAC HFC4GA3.4D,1997,130,AUTOMÁTICA,NAFTA,EURO V,351,13/05/2019,61JAA0156A,ATE-EL LUXEMBOURG,228,13.4,7.7,9.8,000319B
JEEP,RENEGADE: TRAILHAWK 2.0 JTD LONGITUDE 2.0 JTD NIGHT EAGLE 2.0 JTD,BERLINA,4x4,FIAT 55261674,1956,125,AUTOMÁTIA,GAS OIL,EURO V,358,17/05/2019,6190223,FA Powertrain Ltda,206.61,9.99,6.62,7.86,000322B
CHEVROLET,ONIX 1.4 - ONIX JOY 1.4 / PRISMA 1.4 - ONIX PLUS JOY 1.4,SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB / SEDÁN 4 PUERTSA CON BAÚL TRASERO NB,4x2,CHEVROLET A14XE / LKK Fam I  (1.4 SOHC),1389,72.1,AUTOMÁTICA,NAFTA,EURO V,359,14/05/2019,CPLE0078/16 Rev2,GENERAL MOTORS DO BRASIL LTDA.,166.56,9.78,5.64,7.15,000323B
CHERY,TIGGO 4,HATCHBACK,4x2,CHERY SQRD4G20,1971,90,MANUAL,NAFTA,EURO V,360,14/05/2019,CN170800522,IDIADA,189,10.6,6.5,8,000324B
CHEVROLET,CRUZE,SEDÁN 4 PUERTAS CON TAPA BAÚL NB,4x2,CHEVROLET LE2 / A14XFT,1399,112,MANUAL,NAFTA,EURO V,361,20/05/2019,KR19010233,IDIADA,148.7,8.25,5.33,6.41,000325B
KIA,SOUL,SEDÁN 5 PUERTAS,4x2,HYUNDAI o KIA G4NA-5 o G4NA,1999,112.1,AUTOMÁTICA,NAFTA,EURO V,362,16/05/2019,83-V039-58495-48,TÜV Rheinland,181,10.8,6.3,8,000326B
CITROËN,C4 LOUNGE,BERLINA 4 PUERTAS,4x2,PSA PEUGEOT CITROËN DV6C (9HD),1560,82,MANUAL,GAS OIL,EURO V,363,16/05/2019,OT833,LCEGV,161.08,7,5.57,6.1,000327B
CHEVROLET,ONIX 1.4 - ONIX JOY 1.4,SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB,4x2,CHEVROLET A14XE / LKK Fam I  (1.4 SOHC),1389,72.1,MANUAL,NAFTA,EURO V,366,17/05/2019,CPLE-098/2019 Rev.1,GENERAL MOTORS DO BRASIL LTDA.,166.12,9.7,5.65,7.14,000330B
CHEVROLET,PRISMA 1.4 - ONIX PLUS JOY 1.4,SEDÁN 4 PUERTSA CON BAÚL TRASERO NB,4x2,CHEVROLET A14XE / LKK Fam I  (1.4 SOHC),1389,72.1,MANUAL,NAFTA,EURO V,366,17/05/2019,CPLE-079/2016 Rev.2,GENERAL MOTORS DO BRASIL LTDA.,164.32,9.53,5.48,6.99,000387B
HONDA,WR-V,SEDÁN 5 PUERTAS,4x2,HONDA L15Z9,1496,88,CVT,NAFTA,EURO V,368,17/05/2019,T02 BSS360549 00 Issue 1,VCA,154.28,8.2,5.7,6.62,000331B
MERCEDES-BENZ,E 300,SEDÁN 4 PUERTAS,4x2,MERCEDES-BENZ 264.920,1991,190,AUTOMÁTICA,NAFTA,EURO VI,369,20/05/2019,42.04.1442.00,TÜV NORD Mobilität,152.6,9.7,5.8,7.3,000333B
NISSAN,KICKS,SEDÁN 5 PUERTAS,4x2,NISSAN HR16,1598,88,CVT,NAFTA,EURO V,371,20/05/2019,LC 0060 311 19,LUXCONTROL S.A.,154,8.1,5.6,6.7,000334B
KIA,CERATO CERATO FORTE,SEDÁN 4 PUERTAS,4x2,HYUNDAI o KIA G4FHG-5 o G4FG,1591,93.8,AUTOMÁTICA,NAFTA,EURO V,372,21/05/2019,KR18060092,IDIADA,166,9.7,5.8,7.2,000336B
NISSAN,KICKS,SEDÁN 5 PUERTAS,4x2,NISSAN HR16,1598,88,MANUAL,NAFTA,EURO V,373,21/05/2019,LC 0060 313 19,LUXCONTROL S.A.,150,8.2,5.2,6.4,000337B
KIA,CERATO CERATO FORTE,SEDÁN 4 PUERTAS,4x2,HYUNDAI o KIA G4FHG-5 o G4FG,1591,93.8,MANUAL,NAFTA,EURO V,374,21/05/2019,KR18060095,IDIADA,163,9.3,5.8,7.1,000338B
CHEVROLET,CRUZE,SEDÁN 4 PUERTAS CON BAÚL TRASERO NB,4x2,CHEVROLET LE2 / A14XFT,1399,112,AUTOMÁTICA,NAFTA,EURO V,375,22/05/2019,KR19010234,IDIADA,152.4,8.33,5.56,6.56,000339B
CHEVROLET,CRUZE,SEDÁN 4 PUERTAS CON BAÚL TRASERO NB,4x2,CHEVROLET LE2 / A14XFT,1399,112,AUTOMÁTICA,NAFTA,EURO V,375,,KR20100169,IDIADA,154.4,8.44,5.63,6.67,000661C
GREAT WALL,WINGLE 7 o STEED 7,PICK UP,4x2 4x4,GREAT WALL GW4D20D,1996,102,MANUAL,GAS OIL,EURO V,377,23/05/2019,CSU446678,VCA,214,9.8,7.2,8.2,000340B
MERCEDES-BENZ,E 350,SEDÁN 4 PUERTAS,4x2,MERCEDES-BENZ 264.920 / BOSCH EM0018,1991,220,AUTOMÁTICA,NAFTA / ELECTRICIDAD,EURO VI,381,28/05/2019,42.04.1441.00,TÜV NORD Mobilität,170,10.1,6,7.5,000343B
KYC,MAMUT,COMERCIAL LIVIANO,4x2,DFSK DK15-10,1493,72,MANUAL,NAFTA,EURO V,382,30/05/2019,CS101-A0-2018-02386,TÜV NORD Mobilität,210,10.6,7.6,8.7,000344B
CHEVROLET,CRUZE 1.4 TRANSMISIÓN AUTOMÁTICA,SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB,4x2,CHEVROLET LE2 / A14XFT ,1399,112,AUTOMÁTICA,NAFTA,EURO V,383,28/05/2019,KR19010236,IDIADA,156.1,8.26,5.84,6.73,000345B
CHEVROLET,CRUZE 1.4 TRANSMISIÓN AUTOMÁTICA,SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB,4x2,CHEVROLET LE2 / A14XFT ,1399,112,AUOTMÁTICA,NAFTA,EURO V,383,,KR20100171,IDIADA,156.1,6.26,5.84,672,000345B
BMW,X2 M35i,RURAL,4x4,BMW B48A20E,1998,225,AUTOMÁTICA,NAFTA,EURO VI c,386,05/06/2019,18-00075-CZ-GBM-00,TÜV SÜD Czech s.r.o.,168,9.2,6.3,7.4,000347B
MERCEDES-BENZ,GLE 450 4MATIC,FAMILIAR 4 PUERTAS,4x4,MERCEDES-BENZ 256.930 / MELCO EM0014,2999,270,AUTOMÁTICA,NAFTA / ELECTRICIDAD,EURO VI,387,30/05/2019,42.04.1409.03,TÜV NORD Mobilität,207,11.1,8,9.1,000348B
CITROËN,C4 SPACETOURER / GRAND C4 SPACETOURER ,MONOVOLUMEN 5 PLAZAS / MONOVULUMEN 7 PLAZAS,4x2,CITROËN 9HC (DV6C),1560,85,MANUAL,GAS OIL,EURO V,388,03/06/2019,13/06433,UTAC,112.5,5.09,3.69,4.19,000349B
LAND ROVER,RANGE ROVER EVOQUE,SUV 4/5 PUERTAS,4x4,JAGUAR LAND ROVER PT204 / VALEO K8D2-11A240-A*,1997,221,AUTOMÁTICA,NAFTA / ELECTRICIDAD,EURO VI d,390,10/06/2019,PC18090054,IDIADA,191.99,12.71,7.91,9.31,000354B
PEUGEOT,2008,BERLINA 5 PUERTAS,4x2,PEUGEOT EC5 (NFP),1587,83,MANUAL,NAFTA,EURO V,394,18/06/2019,0162/17,DELPHI,190.56,10.78,6.63,8.15,000358B
PEUGEOT,308,BERLINA 5 PUERTAS,4x2,PEUGEOT DV6C (9HD),1560,82,MANUAL,GAS OIL,EURO V,395,18/06/2019,I + D PE D300 T1 Eva. 1/2019,LCEGV,154.56,6.65,5.41,5.87,000359B
KYC,MAMUT,COMERCIAL LIVIANO,4x2,DFSK DK15-10,,72,MANUAL,NAFTA,EURO V,397,19/06/2019,CS101-A0-2018-01065,TÜV NORD,185,9.1,6.8,7.7,000360B
SUZUKI,VITARA,RURAL,4x4,SUZUKI K14C,1373,103,AUTOMÁTICA,NAFTA,EURO V,398,19/06/2019,RDW-83R-0032634 EXT 2,RDW,138,7.6,4.9,5.9,000361B
HONDA,FIT,SEDÁN 5 PUERTAS,4x2,HONDA L15ZA,1496,88,CVT,NAFTA,EURO V,399,01/07/2019,T02 BST402848 01,VCA,137.51,7.28,5.08,5.9,000362B
LAND ROVER,RANGE ROVER EVOQUE,SUV 4/5 PUERTAS,4x4,JAGUAR LAND ROVER PT204 / VALEO K8D2-11A240-A*,1997,183 / 147,AUTOMÁTICA,NAFTA / ELECTRICIDAD,EURO V,400,01/07/2019,GB18110028,IDIADA,187.6,10.44,6.72,8.08,000363B
FORD,MUSTANG,COUPÉ,4x2,FORD 5.0L,5038,343,MANUAL,NAFTA,EURO VI b,402,19/07/2019,TR83-USS379968-004,VCA,295,19.3,9.3,13,000364B
HONDA,FIT,SEDÁN 5 PUERTAS,4x2,HONDA L15ZA,1496,88,MANUAL,NAFTA,EURO V,403,22/07/2019,T02 BST402848 02 01,VCA,143,7.9,5.1,6.1,000365B
MERCEDES-BENZ,C 300 e,SEDÁN 4 PUERTAS,4x2,MERCEDES-BENZ 274.920 / EM motive EM0012,1991,155,AUTOMÁTICA,NAFTA / ELECTRICIDAD,EURO  VI,408,09/08/2019,42.04.1449.00,TÜV NORD Mobilität,155,,,2.3,000366B
FORD,RANGER,PICK UP CABINA SIMPLE CABINA DOBLE,4x2,FORD 2.5L NAFTA,2488,122,MANUAL,NAFTA,EURO  V,410,25/07/2019,OST435932,VCA,264,15,9.3,11.4,000367B
MERCEDES-BENZ,E 300 e,SEDÁN 4 PUERTAS,4x2,MERCEDES-BENZ 274.920 / EM-motive EM0012,1991,155,AUTOMÁTICA,NAFTA / ELECTRICIDAD,EURO VI,411,09/08/2019,42.04.1449.00,TÜV NORD Mobilität,152,,,2.3,000368B
MERCEDES-BENZ,VITO 121 VITO TOURER 121 ,FAMILIAR,4x2,MERCEDES-BENZ M274 (274.920),1991,155,AUTOMÁTICA,NAFTA,EURO  V,415,09/08/2019,42.04.521.00,TÜV NORD Mobilität,211,11.3,7.6,9,000369B
MERCEDES-BENZ,VITO 111 CDI,FURGÓN,4x2,RENAULT (MERCEDES-BENZ) R9M?502 (OM622),1598,84,MANUAL,GAS OIL,EURO  V,416,13/08/2019,42.04.527.00,TÜV NORD Mobilität,172.5,8,5.7,6.5,000370B
RENAULT,SANDERO Ph2 1.6 SANDERO Ph2 GT Line 1.6 MANUAL,SEDÁN 5 PUERTAS,4x2,RENAULT H4M J 759,1598,82,MANUAL,NAFTA,EURO  V,420,26/07/2019,1-0060/19,DELPHI Technologies,162.72,9,5.74,6.95,000371B
RENAULT,SANDERO Ph2 STEPWAY 1.6,SEDÁN 5 PUERTAS,4x2,RENAULT H4M J 759,1598,82,MANUAL,NAFTA,EURO  V,421,26/07/2019,1-0061/19,DELPHI Technologies,168.46,9.25,6,7.2,000372B
RENAULT,LOGAN Ph2 1.6,SEDÁN 4 PUERTAS,4x2,RENAULT H4M J 759,1598,82,MANUAL,NAFTA,EURO  V,422,26/07/2019,1-0060/19,DELPHI Technologies,162.72,9,5.74,6.95,000373B
DS,DS 3 CROSSBACK,FAMILIAR 5 PUERTAS,4x2,PSA EB2DT (HNJ) NAFTA,1199,114,AUTIMÁTICA,NAFTA,EURO  V,423,31/07/2019,19/04919,UTAC,138.9,7.7,5.2,6.1,000374B
MITSUBISHI,OUTLANDER,RURAL,4x2 4x4,MITSUBISHI 4J12,2360,124,CTT,NAFTA,EURO  V,425,31/07/2019,42.09.145.00,TÜV NORD Mobilität,176.1,9.2,6,7.2,000375B
CHANGAN,CS35 PLUS,SEDÁN 5 PUERTAS,4x2,CHANGAN JL478QEP,1598,86,MANUAL,NAFTA,EURO  V,427,20/08/2019,CN19010035,IDIADA,172,9.2,6,7.2,000377B
HONDA,PILOT,RURAL,4x2,HONDA J35Y6,3471,205,AUTOMÁTICA,NAFTA,EURO  V,428,01/08/2019,H1960552835/038,VINÇOTTE nv,238,7,12.8,9.8,000378B
FIAT,ARGO TREKKING 1.3,BERLINA,4x2,FIAT 55282059,1332,72.8,MANUAL,NAFTA,EURO  V,429,01/08/2019,2190692,FCA FIAT CHRYSLER AUTOMOVEIS BRASIL,151.75,8.39,5.49,6.56,000379B
HONDA,PILOT TOURING,RURAL,4x4,HONDA J35Y6,3471,205,AUTOMÁTICA,NAFTA,EURO V,430,02/08/2019,H1960552835/038,VINÇOTTE nv,238,7,12.8,9.8,000380B
FERRARI,812 SUPERFAST,COUPÉ,4x2,FERRARI F140GA,6496,585,MANUAL AUTOMATIZADA,NAFTA,EURO VI c,431,02/08/2019,H0743/2.1/BO ,CENTRO PROVA AUTOVEICOLI DI BOLOGNA,340,21.4,11.1,14.9,000381B
CITROËN,C4 SPACETOURER,MONOVOLUMEN 7 PLAZAS,4x2,CITROËN 5GY (EP6FDTM),1598,121.4,MANUAL,NAFTA,EURO  V,432,02/08/2019,14/00859,UTAC,153.3,8.9,5,6.4,000383B
CHANGAN,CS35 PLUS,SEDÁN 5 PUERTAS,4x2,CHANGAN JL478QEP,1598,86,AUTOMÁTICA,NAFTA,EURO  V,433,02/08/2019,CN19010034 ,IDIADA,183,10,6.2,7.6,000384B
RENAULT,SANDERO Ph2 1.6 CVT SANDERO Ph2 GT LINE 1.6 CVT,SEDÁN 5 PUERTAS,4x2,RENAULT H4M J 759,1598,82,CVT,NAFTA,EURO  V,437,06/08/2019,1-0152/19,DELPHI Technologies,158.35,8.75,5.63,6.78,000385B
RENAULT,SANDERO Ph2 STEPWAY 1.6 CVT,SEDÁN 5 PUERTAS,4x2,RENAULT H4M J 759,1598,82,CVT,NAFTA,EURO  V,438,06/08/2019,2-0151/19,DELPHI Technologies,161.7,8.8,5.83,6.93,000386B
PORSCHE,911 CARRERA S (CB12),COUPÉ 2 PUERTAS,4x2,PORSCHE DKK,2981,331,AUTOMÁTICA,NAFTA,EURO  V,439,09/08/2019,42.07.253.00,TÜV NORD Mobilität,208,13.4,7.2,9.5,000387B
PORSCHE,911 CARRERA S (CB22) / 911 CARRERA 4S (KB12 KB22),CONVERTIBLE 2 PUERTAS / COUPÉ 2 PUERTAS - CONVERTIBLE 2 PUERTAS,4x2 / 4x4,PORSCHE DKK,2981,331,AUTOMÁTICA,NAFTA,EURO  V,439,09/08/2019,42.07.253.00,TÜV NORD Mobilität,213.4,13.6,7.3,9.6,000389B
TOYOTA,C-HR,SEDÁN 5 PUERTAS (HATCHBACK),4x2,TOYOTA 2ZR-FKE / TOYOTA 1NM,1798,72,CVT,NAFTA / ELECTRICIDAD,EURO  VI b,440,09/08/2019,JSV457596,VCA,99.55,2.39,5.53,4.38,000388B
FORD,KUGA 2.5L FHEV,SUV,4x2,FORD 2.5L DURA D4 IVCT ATK FHEV / TOSHIBA PERMANENT MAGNET SYNCHRONOUS AC MOTOR,2488,121,E-CVT (Hibrida controlada electrónicamente) ,NAFTA / ELECTRICIDAD,EURO V,460,20/08/2019,3071-603239,TÜV Rheinland,120,4.1,5.8,5.1,000402B
VOLKSWAGEN,BEETLE,COUPÉ 2 PUERTAS COUPÉ 2 PUERTAS CABRIO,4x2,VOLKSWAGEN CPLA,1984,155,AUTOMÁTICA,NAFTA,EURO V,489,12/09/2019,11.06.1734.04,TÜV NORD Mobilität,186.9,10.5,6.5,8,000424B
VOLKSWAGEN,BEETLE,COUPÉ 2 PUERTAS COUPÉ 2 PUERTAS CABRIO,4x2,VOLKSWAGEN CTHD,1390,118,MANUAL,NAFTA,EURO V,491,12/09/2019,11.06.1876.02,TÜV NORD Mobilität,163.1,9,5.8,7,000426B
CHEVROLET,SPIN ACTIV 1.8,MONOVOLÚMEN 4 PUERTAS Y PORTÓN TRASERO,4x2,CHEVROLET LJ1-(FAM 1 GV 1.8L SOHC 2V),1796,77.2,MANUAL,NAFTA,EURO V,508,11/10/2019,CPLE 042/2017 Rev.1,GENERAL MOTORS DO BRASIL LTDA.,192.83,10.68,6.64,8.13,000442B
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,Manual (M),Nafta (E0),Euro V,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,Manual Automatizada (MA),Nafta (E5),Euro VI,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,Automática (A),GNC (G20),,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,Automática Doble Embreague (DCT),GNL,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,Continua Variable (CV),Diesel (B0),,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,Diesel (B5),,,,,,,,,,
